gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
183829340	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:25271	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Poko		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	3.1333	26.9667							1914-08-09T00:00:00	9	8	1914	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	25271 RMCA 4295-M-				CC_BY_4_0		Christy			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829339	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:25270	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Poko		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	3.1333	26.9667							1914-07-07T00:00:00	7	7	1914	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	25270 RMCA 4294-M-		Hatt	1933-01-01T00:00:00	CC_BY_4_0		Christy			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829338	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:25195	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Beni kalumendo		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.4833	29.4833							1913-04-26T00:00:00	26	4	1913	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	25195 RMCA 3370-M-				CC_BY_4_0		Bonnevie			2022-09-08T11:34:48.969Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829336	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:25194	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Beni kalumendo		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.4833	29.4833							1913-04-26T00:00:00	26	4	1913	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	25194 RMCA 3369-M-				CC_BY_4_0		Bonnevie			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829335	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3698	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Rutshuru		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	-1.1667	29.45							1952-03-09T00:00:00	9	3	1952	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3698 RMCA 82.011-M-0823		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829334	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3697	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	N'gohoi		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3	29.7667							1952-11-07T00:00:00	7	11	1952	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3697 RMCA 82.011-M-0822		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.969Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829333	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3696	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Mutsora		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3167	29.75							1960-03-02T00:00:00	2	3	1960	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3696 RMCA 82.011-M-0821		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829332	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3695	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Mutsora		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3167	29.75							1953-03-01T00:00:00	1	3	1953	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3695 RMCA 82.011-M-0820		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829331	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3694	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Kalindera ruwenzori		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3833	29.9							1959-01-20T00:00:00	20	1	1959	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3694 RMCA 82.011-M-0819		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829330	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3693	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Kalindera ruwenzori		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3833	29.9							1959-01-20T00:00:00	20	1	1959	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3693 RMCA 82.011-M-0818		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829329	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3692	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Ilimba		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.8667	29.8833							1954-07-23T00:00:00	23	7	1954	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3692 RMCA 82.011-M-0817		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.968Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
183829328	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:3691	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Ilimba		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.8667	29.8833							1954-07-04T00:00:00	4	7	1954	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	3691 RMCA 82.011-M-0816		Van der Straeten	1980-01-01T00:00:00	CC_BY_4_0		de Witte & Verschuren			2022-09-08T11:34:48.969Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
143136452	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:2838	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Garamba park, cel ii		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	3.9167	29.4167							1951-04-15T00:00:00	15	4	1951	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	2838 RMCA 78.039-M-0722		Verschuren		CC_BY_4_0		De Saeger			2022-09-08T11:34:53.006Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
143136451	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:2837	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Garamba park, cel ii		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	3.9167	29.4167							1951-01-09T00:00:00	9	1	1951	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	2837 RMCA 78.039-M-0721		Verschuren		CC_BY_4_0		De Saeger			2022-09-08T11:34:53.006Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
143136450	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:2113	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Ngokoi riv		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	0.3167	29.75			1150.0				1952-11-07T00:00:00	7	11	1952	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	2113 RMCA 37676-M-		Frechkop	1960-01-01T00:00:00	CC_BY_4_0		de Witte			2022-09-08T11:34:53.007Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
143136446	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:197	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Rutshuru		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	-1.1833	29.45			1285.0				1938-05-14T00:00:00	14	5	1938	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	197 RMCA 17062-M-				CC_BY_4_0		Frechkop			2022-09-08T11:34:53.007Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
143136445	09baff40-d4a3-11dc-8719-b8a03c50a862	RMCA:Rodentia:196	Animalia	Chordata	Mammalia	Rodentia	Thryonomyidae	Thryonomys	Thryonomys gregorianus		SPECIES	Thryonomys gregorianus (Thomas, 1894)	Thryonomys gregorianus (Thomas, 1894)	(Thomas, 1894)	CD	Bitshumbi		PRESENT	1	37e82b90-1e21-11de-ab90-f72009d2669b	-0.65	29.3667			925.0				1938-03-09T00:00:00	9	3	1938	2437635	2437635	PRESERVED_SPECIMEN	RMCA	Rodentia	196 RMCA 17061-M-				CC_BY_4_0		Frechkop			2022-09-08T11:34:53.007Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
